,App_Count,Avg_Rating,Avg_Installs,Median_Installs,Percent_Paid,Avg_Price
competitive_leader,676.0,4.246153846153845,17481804.73372781,5000000.0,0.4437869822485207,13.659999999999998
market_leader,783.0,4.333205619412516,77389527.45849298,10000000.0,0.0,0.0
highly_competitive,3656.0,4.183178336980307,168958.19228665208,10000.0,11.13238512035011,22.39189189189189
low_competition,4629.0,4.164960034564701,1492164.0475264636,100000.0,7.517822423849643,4.234568965517242
