Cluster,App_Count,Avg_Installs,Avg_Rating,Percent_Paid,Avg_Saturation_Index
0,242.14285714285714,21120943.382857144,4.152857142857143,4.847142857142857,0.12714285714285714
1,177.66666666666666,3290616.31,4.331111111111111,7.752222222222222,0.8222222222222223
2,396.0,98972.67,4.2,20.96,40.01
3,181.23076923076923,2388327.813076923,4.156153846153846,2.1969230769230768,1.26
4,1232.6666666666667,9646017.993333334,4.17,9.213333333333333,1.8699999999999999
